id	argVar	pvform	lemma	pvv	mood	cau	pot	acc	dat
hívs672w17	1	0	hív	0+hív	ind	-	-	0	0
hívs675w2	2	0	hív	0+hív	ind	-	-	0	1
hívs676w3	2	0	hív	0+hív	ind	-	-	0	1
hívs677w4	2	0	hív	0+hív	ind	-	-	0	1
hívs679w2	2	0	hív	0+hív	ind	-	-	0	1
hívs680w9	1	0	hív	0+hív	ind	-	-	1	0
hívs682w2	1	0	hív	0+hív	ind	-	-	0	0
hívs683w2	2	0	hív	0+hív	ind	-	-	0	1
hívs684w4	2	0	hív	0+hív	ind	-	-	1	0
hívs685w6	2	0	hív	0+hív	ind	-	-	1	1
hívs687w3	2	0	hív	0+hív	ind	-	-	0	1
hívs688w6	1	0	hív	0+hív	ind	-	-	1	0
hívs690w13	1	0	hív	0+hív	ind	-	-	1	1
hívs691w6	1	0	hív	0+hív	ind	-	-	1	0
hívs692w5	1	0	hív	0+hív	ind	-	-	1	0
hívs693w2	2	0	hív	0+hív	ind	-	-	0	1
hívs694w8	1	0	hív	0+hív	ind	-	-	0	0
hívs695w3	2	0	hív	0+hív	ind	-	-	0	1
hívs697w2	2	0	hív	0+hív	ind	-	-	0	1
hívs698w3	2	0	hív	0+hív	ind	-	-	0	1
hívs700w5	2	0	hív	0+hív	ind	-	-	0	1
hívs701w3	2	0	hív	0+hív	ind	-	-	0	1
hívs702w2	2	0	hív	0+hív	ind	-	-	0	1
hívs703w3	1	0	hív	0+hív	ind	-	-	0	0
hívs704w3	1	0	hív	0+hív	ind	-	-	1	0
hívs706w2	2	0	hív	0+hív	ind	-	-	0	1
hívs707w5	1	0	hív	0+hív	ind	-	-	1	0
hívs708w2	2	0	hív	0+hív	ind	-	-	0	1
hívs709w3	2	0	hív	0+hív	ind	-	-	0	1
hívs711w3	2	0	hív	0+hív	ind	-	-	0	1
hívs714w3	2	0	hív	0+hív	ind	-	-	0	1
hívs715w8	2	0	hív	0+hív	ind	-	-	1	1
hívs716w4	2	0	hív	0+hív	ind	-	-	0	1
hívs719w4	1	0	hív	0+hív	ind	-	-	1	0
hívs720w2	2	0	hív	0+hív	ind	-	-	0	1
hívs722w7	1	0	hív	0+hív	ind	-	-	1	0
hívs725w2	1	0	hív	0+hív	ind	-	-	1	0
hívs726w5	2	0	hív	0+hív	ind	-	-	1	1
hívs727w2	2	0	hív	0+hív	ind	-	-	0	1
hívs729w4	2	0	hív	0+hív	ind	-	-	0	1
hívs730w3	2	0	hív	0+hív	ind	-	-	0	1
hívs731w4	2	0	hív	0+hív	ind	-	-	0	1
hívs732w5	2	0	hív	0+hív	ind	-	-	1	1
hívs734w4	2	0	hív	0+hív	ind	-	-	1	1
hívs736w2	1	0	hív	0+hív	ind	-	-	1	0
hívs737w2	1	0	hív	0+hív	ind	-	-	0	0
hívs740w6	1	0	hív	0+hív	ind	-	-	1	0
hívs741w2	1	0	hív	0+hív	ind	-	-	1	0
hívs742w2	2	0	hív	0+hív	ind	-	-	0	1
hívs744w8	1	0	hív	0+hív	ind	-	-	1	0
hívs746w3	2	0	hív	0+hív	ind	-	-	0	1
hívs747w4	2	0	hív	0+hív	ind	-	-	0	1
hívs749w4	1	0	hív	0+hív	ind	-	-	1	0
hívs750w7	1	0	hív	0+hív	ind	-	-	1	0
hívs752w4	1	0	hív	0+hív	ind	-	-	1	0
hívs753w4	1	0	hív	0+hív	ind	-	-	1	0
hívs757w2	1	0	hív	0+hív	ind	-	-	1	0
hívs758w3	1	0	hív	0+hív	ind	-	-	1	0
hívs759w3	2	0	hív	0+hív	ind	-	-	1	1
hívs760w10	1	0	hív	0+hív	ind	-	-	1	0
hívs763w4	1	0	hív	0+hív	ind	-	-	0	0
hívs764w4	2	0	hív	0+hív	ind	-	-	0	1
hívs765w6	2	0	hív	0+hív	ind	-	-	1	1
hívs766w3	2	0	hív	0+hív	ind	-	-	0	1
hívs767w6	2	0	hív	0+hív	ind	-	-	0	1
hívs770w3	1	0	hív	0+hív	ind	-	-	1	0
hívs773w2	2	0	hív	0+hív	ind	-	-	1	1
hívs774w2	2	0	hív	0+hív	ind	-	-	1	1
hívs775w2	2	0	hív	0+hív	ind	-	-	0	1
hívs776w2	1	0	hív	0+hív	ind	-	-	1	0
hívs778w4	2	0	hív	0+hív	ind	-	-	1	1
hívs779w5	1	0	hív	0+hív	ind	-	-	1	0
hívs780w3	1	0	hív	0+hív	ind	-	-	1	0
hívs781w11	1	0	hív	0+hív	ind	-	-	1	1
hívs782w3	2	0	hív	0+hív	ind	-	-	0	1
hívs783w2	2	0	hív	0+hív	ind	-	-	0	1
hívs787w2	1	0	hív	0+hív	ind	-	-	1	0
hívs795w3	1	0	hív	0+hív	ind	-	-	0	0
hívs796w8	1	0	hív	0+hív	ind	-	-	1	0
hívs797w2	2	0	hív	0+hív	ind	-	-	0	1
hívs798w2	2	0	hív	0+hív	ind	-	-	0	1
hívs800w2	2	0	hív	0+hív	ind	-	-	0	1
hívs802w12	1	0	hív	0+hív	ind	-	-	1	0
hívs804w4	2	0	hív	0+hív	ind	-	-	0	1
hívs805w3	1	0	hív	0+hív	ind	-	-	0	0
hívs808w21	1	0	hív	0+hív	ind	-	-	1	0
hívs809w2	2	0	hív	0+hív	ind	-	-	1	1
hívs810w2	2	0	hív	0+hív	ind	-	-	0	0
hívs811w4	2	0	hív	0+hív	ind	-	-	0	1
hívs812w3	2	0	hív	0+hív	ind	-	-	0	1
hívs813w4	1	0	hív	0+hív	ind	-	-	1	0
hívs814w4	2	0	hív	0+hív	ind	-	-	0	1
hívs815w4	2	0	hív	0+hív	ind	-	-	0	1
hívs816w9	2	0	hív	0+hív	ind	-	-	1	1
hívs817w9	1	0	hív	0+hív	ind	-	-	1	0
hívs821w8	1	0	hív	0+hív	ind	-	-	1	0
hívs822w4	2	0	hív	0+hív	ind	-	-	0	1
hívs823w18	2	0	hív	0+hív	ind	-	-	0	1
hívs825w3	2	0	hív	0+hív	ind	-	-	0	1
hívs831w3	1	0	hív	0+hív	ind	-	-	1	0
hívs836w3	1	0	hív	0+hív	ind	-	-	0	0
hívs837w3	1	0	hív	0+hív	ind	-	-	0	0
hívs838w3	1	0	hív	0+hív	ind	-	-	1	0
hívs839w5	1	0	hív	0+hív	ind	-	-	0	0
hívs840w3	1	0	hív	0+hív	ind	-	-	1	0
hívs841w4	2	0	hív	0+hív	ind	-	-	0	1
hívs842w5	1	0	hív	0+hív	ind	-	-	1	0
hívs843w3	1	0	hív	0+hív	ind	-	-	1	0
hívs845w6	1	0	hív	0+hív	ind	-	-	1	0
hívs846w2	1	0	hív	0+hív	ind	-	-	1	0
hívs849w2	2	0	hív	0+hív	ind	-	-	0	1
hívs850w2	2	0	hív	0+hív	ind	-	-	0	1
hívs851w3	2	0	hív	0+hív	ind	-	-	0	1
hívs852w5	2	0	hív	0+hív	ind	-	-	1	1
hívs853w5	1	0	hív	0+hív	ind	-	-	1	0
hívs855w6	1	0	hív	0+hív	ind	-	-	1	0
hívs860w7	2	0	hív	0+hív	ind	-	-	0	1
hívs861w7	1	0	hív	0+hív	ind	-	-	0	0
hívs862w6	2	0	hív	0+hív	ind	-	-	0	1
hívs863w4	1	0	hív	0+hív	ind	-	-	1	0
hívs864w3	2	0	hív	0+hív	ind	-	-	1	1
hívs865w4	1	0	hív	0+hív	ind	-	-	0	1
hívs866w3	1	0	hív	0+hív	ind	-	-	0	0
hívs867w5	1	0	hív	0+hív	ind	-	-	0	0
hívs870w2	2	0	hív	0+hív	ind	-	-	0	1
hívs871w3	2	0	hív	0+hív	ind	-	-	1	1
hívs875w2	2	0	hív	0+hív	ind	-	-	0	1
hívs878w3	2	0	hív	0+hív	ind	-	-	0	1
hívs879w6	2	0	hív	0+hív	ind	-	-	1	1
hívs881w3	2	0	hív	0+hív	ind	-	-	1	1
hívs882w3	2	0	hív	0+hív	ind	-	-	0	1
hívs883w2	2	0	hív	0+hív	ind	-	-	0	1
hívs884w3	2	0	hív	0+hív	ind	-	-	0	1
hívs885w7	2	0	hív	0+hív	ind	-	-	1	1
hívs886w3	2	0	hív	0+hív	ind	-	-	0	1
hívs887w3	2	0	hív	0+hív	ind	-	-	1	0
hívs888w4	1	0	hív	0+hív	ind	-	-	1	0
hívs890w2	2	0	hív	0+hív	ind	-	-	0	1
hívs893w3	2	0	hív	0+hív	ind	-	-	0	1
hívs894w3	2	0	hív	0+hív	ind	-	-	0	1
hívs895w2	2	0	hív	0+hív	ind	-	-	0	1
hívs896w9	2	0	hív	0+hív	ind	-	-	1	0
hívs897w3	2	0	hív	0+hív	ind	-	-	1	1
hívs898w4	2	0	hív	0+hív	ind	-	-	0	1
hívs899w2	2	0	hív	0+hív	ind	-	-	0	1
hívs900w2	1	0	hív	0+hív	ind	-	-	1	0
hívs901w2	2	0	hív	0+hív	ind	-	-	0	1
hívs902w3	2	0	hív	0+hív	ind	-	-	0	1
hívs903w3	2	0	hív	0+hív	ind	-	-	0	1
hívs905w3	2	0	hív	0+hív	ind	-	-	0	1
hívs907w8	2	0	hív	0+hív	ind	-	-	1	1
hívs908w2	2	0	hív	0+hív	ind	-	-	0	1
hívs911w7	2	0	hív	0+hív	ind	-	-	1	1
hívs912w5	2	0	hív	0+hív	ind	-	-	0	1
hívs913w4	1	0	hív	0+hív	ind	-	-	0	0
hívs916w12	1	0	hív	0+hív	ind	-	-	1	0
hívs917w2	2	0	hív	0+hív	ind	-	-	1	1
hívs918w2	2	0	hív	0+hív	ind	-	-	0	1
hívs919w2	2	0	hív	0+hív	ind	-	-	0	1
hívs923w5	2	0	hív	0+hív	ind	-	-	0	1
hívs924w2	1	0	hív	0+hív	ind	-	-	1	0
hívs925w3	2	0	hív	0+hív	ind	-	-	0	1
hívs926w2	1	0	hív	0+hív	ind	-	-	0	0
hívs928w2	2	0	hív	0+hív	ind	-	-	0	1
hívs930w2	2	0	hív	0+hív	ind	-	-	0	1
hívs931w2	2	0	hív	0+hív	ind	-	-	1	1
hívs932w3	2	0	hív	0+hív	ind	-	-	0	1
hívs933w2	1	0	hív	0+hív	ind	-	-	0	0
hívs934w3	2	0	hív	0+hív	ind	-	-	0	1
hívs935w2	2	0	hív	0+hív	ind	-	-	1	0
hívs936w2	1	0	hív	0+hív	ind	-	-	1	0
hívs940w7	2	0	hív	0+hív	ind	-	-	1	0
hívs941w6	1	0	hív	0+hív	ind	-	-	1	0
hívs945w19	1	0	hív	0+hív	ind	-	-	1	0
hívs946w3	2	0	hív	0+hív	ind	-	-	0	1
hívs947w2	1	0	hív	0+hív	ind	-	-	1	0
hívs949w3	2	0	hív	0+hív	ind	-	-	0	1
hívs950w5	1	0	hív	0+hív	ind	-	-	1	0
hívs953w3	2	0	hív	0+hív	ind	-	-	1	1
hívs957w11	2	0	hív	0+hív	ind	-	-	1	1
hívs958w3	2	0	hív	0+hív	ind	-	-	0	1
hívs959w3	1	0	hív	0+hív	ind	-	-	0	0
hívs961w8	2	0	hív	0+hív	ind	-	-	0	1
hívs962w2	2	0	hív	0+hív	ind	-	-	1	1
hívs963w3	2	0	hív	0+hív	ind	-	-	0	1
hívs964w3	2	0	hív	0+hív	ind	-	-	0	1
hívs965w5	1	0	hív	0+hív	ind	-	-	1	0
hívs966w4	1	0	hív	0+hív	ind	-	-	0	0
hívs968w2	2	0	hív	0+hív	ind	-	-	0	1
hívs969w3	2	0	hív	0+hív	ind	-	-	0	1
hívs971w7	2	0	hív	0+hív	ind	-	-	0	1
hívs972w4	2	0	hív	0+hív	ind	-	-	0	1
hívs973w3	2	0	hív	0+hív	ind	-	-	0	1
hívs974w3	1	0	hív	0+hív	ind	-	-	1	0
hívs977w5	2	0	hív	0+hív	ind	-	-	1	1
hívs978w3	2	0	hív	0+hív	ind	-	-	1	1
hívs980w2	1	0	hív	0+hív	ind	-	-	1	0
hívs981w2	1	0	hív	0+hív	ind	-	-	1	0
hívs983w2	1	0	hív	0+hív	ind	-	-	0	0
hívs990w2	1	0	hív	0+hív	ind	-	-	1	0
hívs997w4	2	0	hív	0+hív	ind	-	-	0	1
hívs998w4	1	0	hív	0+hív	ind	-	-	1	0
hívs1000w5	1	0	hív	0+hív	ind	-	-	1	0
hívs1002w3	1	0	hív	0+hív	ind	-	-	0	0
hívs1003w4	2	0	hív	0+hív	ind	-	-	0	1
hívs1004w3	1	0	hív	0+hív	ind	-	-	0	0
hívs1005w2	1	0	hív	0+hív	ind	-	-	1	0
hívs1008w5	1	0	hív	0+hív	ind	-	-	1	0
hívs1009w3	1	0	hív	0+hív	ind	-	-	0	0
hívs1010w6	2	0	hív	0+hív	ind	-	-	0	0
hívs1011w3	1	0	hív	0+hív	ind	-	-	1	0
hívs1012w4	1	0	hív	0+hív	ind	-	-	1	0
hívs1014w5	1	0	hív	0+hív	ind	-	-	1	0
hívs1015w2	2	0	hív	0+hív	ind	-	-	1	1
hívs1017w3	2	0	hív	0+hív	ind	-	-	0	1
hívs1018w13	1	0	hív	0+hív	ind	-	-	1	0
hívs1019w6	2	0	hív	0+hív	ind	-	-	0	1
hívs1020w2	2	0	hív	0+hív	ind	-	-	0	1
hívs1021w6	2	0	hív	0+hív	ind	-	-	0	1
