id	argVar	pvform	lemma	pvv	mood	cau	pot	BA	BAN	BÓL	RA	ON	RÓL	HOZ	NÁL	TÓL
készüls641w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls646w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls648w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls650w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls651w17	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls655w20	1	0	készül	0+készül	ind	-	-	0	0	0	0	0	0	0	0	0
készüls660w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls664w14	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls669w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls671w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls672w5	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls676w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls677w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls678w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls679w9	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls680w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls681w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls682w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls683w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls684w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls685w2	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls686w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls687w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls688w2	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls690w7	2	0	készül	0+készül	ind	-	-	0	0	0	0	0	0	0	0	0
készüls691w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	1	0
készüls692w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls696w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls702w1	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls704w1	1	0	készül	0+készül	ind	-	-	0	0	0	0	0	0	0	0	0
készüls708w1	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls711w1	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls714w1	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls716w1	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls718w1	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls719w1	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls720w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls723w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls727w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls730w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	1	0	0
készüls742w2	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls743w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls744w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls747w15	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls749w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls750w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls752w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls754w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls757w9	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls759w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls763w10	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls764w2	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls766w6	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls768w9	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls769w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls771w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls776w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls777w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls780w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	1	0
készüls781w2	2	0	készül	0+készül	ind	-	-	0	0	0	0	0	0	0	0	0
készüls783w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls784w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls788w27	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls789w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls791w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls793w7	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls795w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls796w11	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls798w11	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls803w7	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls804w15	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls805w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls806w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls808w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls809w14	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls811w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls814w3	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls817w14	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls818w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls821w2	2	0	készül	0+készül	ind	-	-	0	0	0	0	0	0	0	0	0
készüls822w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls823w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls828w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls831w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls832w9	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls833w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls835w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls837w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls842w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls844w9	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls848w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls853w4	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls856w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls859w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls862w6	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls863w13	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls864w3	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls866w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls868w11	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls869w2	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls870w6	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls871w3	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls874w10	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls877w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls878w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls880w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls881w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	1
készüls882w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls883w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls884w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls892w14	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls894w8	1	0	készül	0+készül	ind	-	-	0	1	1	0	0	0	0	0	0
készüls896w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls898w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls901w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls902w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls903w7	2	0	készül	0+készül	ind	-	-	0	0	0	0	0	0	0	0	0
készüls905w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls908w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls910w10	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls911w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls912w9	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls915w13	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls916w9	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls917w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls918w12	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls920w7	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls921w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls924w7	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls926w7	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls927w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls930w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls931w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls935w10	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls941w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls944w3	1	0	készül	0+készül	ind	-	-	0	0	1	0	1	0	0	0	0
készüls946w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls947w2	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls948w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls949w16	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls952w4	1	0	készül	0+készül	ind	-	-	0	0	1	0	0	0	0	0	0
készüls955w4	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls956w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls957w12	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls959w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	1	0	0	0
készüls960w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls963w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls968w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls970w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls971w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
készüls972w2	2	0	készül	0+készül	ind	-	-	0	0	0	0	0	0	0	0	0
készüls976w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls977w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls979w4	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls981w3	2	0	készül	0+készül	ind	-	-	0	1	0	1	0	0	0	0	0
készüls983w8	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls984w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls986w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls987w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls992w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls993w13	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls994w2	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls995w6	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls996w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls997w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls1002w3	2	0	készül	0+készül	ind	-	-	0	0	0	1	0	0	0	0	0
készüls1007w5	2	0	készül	0+készül	ind	-	-	0	0	0	1	1	0	0	0	0
