id	argVar	pvform	lemma	pvv	mood	cau	pot	dat	BA	BAN	BÓL	RA	ON	RÓL	HOZ	NÁL	TÓL
meséls930w4	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls941w2	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls952w2	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	0	0	0	0
meséls954w3	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	0	0	0	0
meséls955w2	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls959w4	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls963w4	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	0	0	0	0
meséls975w4	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	0	0	0	0
meséls984w10	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls986w2	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	0	0	0	0
meséls990w3	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	0	0	0	0
meséls997w4	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls1007w3	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls1009w4	1	0	mesél	0+mesél	ind	-	-	0	0	1	0	0	0	0	0	0	0
meséls1011w2	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls1013w13	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls1014w3	1	0	mesél	0+mesél	ind	-	-	1	0	0	0	0	0	0	0	0	0
meséls1023w5	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
meséls1024w3	1	0	mesél	0+mesél	ind	-	-	0	0	0	0	0	0	1	0	0	0
